experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group,campaign,dataset,architecture,val_smape_cum_norm,val_smape_agg_norm,weighted_score
UNISIM_IV_P11_Seq2Trend_trial_37,P11,4a6e36336c098ed540c2a44da67d0775,37,10.17544076165382,2.244301118190491,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8061111111111111,0.8038888888888889,3.2199999999999998
UNISIM_IV_P11_Seq2Trend_trial_95,P11,d1516239f3160cfd307a2eda56e42d5a,95,12.798404773322156,3.148668033786844,Seq2Trend,Normal,False,0.99,300,300,20,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.85,0.8333333333333334,3.3666666666666667
UNISIM_IV_P11_Seq2Trend_trial_49,P11,b7799097c8c7313da47f2be06df135e7,49,5.15217191699836,0.150357266695704,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.13027777777777777,0.15083333333333335,0.5622222222222222
UNISIM_IV_P11_Seq2Trend_trial_56,P11,f3dcf6eafc725ba9fa5217c1a2b33f57,56,9.476626570536869,1.92245143904285,Seq2Trend,Normal,False,0.25,300,300,100,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7880555555555555,0.7936111111111112,3.163333333333333
UNISIM_IV_P11_Seq2Trend_trial_12,P11,9b21c05c631cd117fde7d0f3dabf572d,12,13.771052270507782,3.446178440148284,Seq2Trend,Normal,False,0.99,300,300,100,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8627777777777778,0.8438888888888889,3.413333333333333
UNISIM_IV_P11_Seq2Trend_trial_18,P11,af72fc55114c817c4611e3f2975e878d,18,4.901337290945072,0.29508113612611,Seq2Trend,Normal,False,0.25,300,300,20,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.19277777777777777,0.06833333333333333,0.5222222222222221
UNISIM_IV_P11_Seq2Trend_trial_3,P11,bdb47a3ab61c65818dd2a9c20ed03633,3,13.872391775285426,3.488708047554593,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8652777777777778,0.8469444444444445,3.4244444444444446
UNISIM_IV_P11_Seq2Trend_trial_102,P11,bdee59ccd691b3aa1397f134cbc16858,102,4.988575196521574,0.0814386601613361,Seq2Trend,Normal,False,0.01,300,300,100,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,2,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.059444444444444446,0.07833333333333334,0.27555555555555555
UNISIM_IV_P11_Seq2Trend_trial_66,P11,4838d5e6c6de554aa456ae853a0189b3,66,5.294499901120724,0.7499632518127659,Seq2Trend,Normal,False,0.5,300,300,50,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5638888888888889,0.255,1.6377777777777778
UNISIM_IV_P11_Seq2Trend_trial_28,P11,a600e1fe1e643412ab1f60953d263508,28,5.068381282646765,0.1299929201331185,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.06944444444444445,0.14277777777777778,0.42444444444444446
UNISIM_IV_P11_Seq2Trend_trial_131,P11,de62dd75638b64883e153ad758f074e0,131,69.26989087064047,14.275567524889093,Seq2Trend,Normal,False,0.5,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.9722222222222222,0.9716666666666667,3.887777777777778
UNISIM_IV_P11_Seq2Trend_trial_127,P11,d64995a48c2dfea068fd604c9d49b0cb,127,5.536501627255337,0.3109197920359632,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.19777777777777777,0.2877777777777778,0.9711111111111111
UNISIM_IV_P11_Seq2Trend_trial_57,P11,6e2fb96b4ac79a08d6402ae46e16efb5,57,6.865941276850405,1.0597382313540844,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7155555555555555,0.6383333333333333,2.7077777777777774
UNISIM_IV_P11_Seq2Trend_trial_92,P11,aa52d5a810c8721fb8aa725014371095,92,10.26681371499137,2.217135806377173,Seq2Trend,Normal,False,0.25,300,300,200,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8055555555555556,0.8061111111111111,3.2233333333333336
UNISIM_IV_P11_Seq2Trend_trial_116,P11,808bb28277ce481771cab92327ca9c0f,116,8.713876427551979,1.6458731416714734,Seq2Trend,Normal,False,0.99,300,300,200,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7633333333333333,0.7816666666666666,3.09
UNISIM_IV_P11_Seq2Trend_trial_15,P11,0f2e2e8de4a53864ec3fe78e4ec42cbf,15,32.8346362019748,2.063110063079012,Seq2Trend,Normal,False,0.01,300,300,200,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7966666666666666,0.9588888888888889,3.511111111111111
UNISIM_IV_P11_Seq2Trend_trial_73,P11,aae64ded4713de07bb600d9e3b274a6a,73,4.929708837195334,0.1032936256160125,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.06222222222222222,0.07111111111111111,0.26666666666666666
UNISIM_IV_P11_Seq2Trend_trial_147,P11,8747db62fa9fc61b021e64245fe27f2b,147,8.582365286986409,1.7380416320051526,Seq2Trend,Normal,False,0.25,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,2,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7738888888888888,0.7761111111111111,3.0999999999999996
UNISIM_IV_P11_Seq2Trend_trial_149,P11,79e868193b390d4657c5843b13847d2d,149,8.694509750678632,1.6248295880117027,Seq2Trend,Normal,False,0.5,300,300,200,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.76,0.7805555555555556,3.0811111111111114
UNISIM_IV_P11_Seq2Trend_trial_112,P11,640dda32510a7326db11a1bedf34fe10,112,5.74396581702482,0.5606530830310166,Seq2Trend,Normal,False,0.5,300,300,20,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.42333333333333334,0.305,1.4566666666666666
UNISIM_IV_P11_Seq2Trend_trial_134,P11,fb62a0e229046adec95fb46be9f1b586,134,5.160616514250617,0.1577728910292183,Seq2Trend,Normal,False,0.01,300,300,100,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.13166666666666665,0.15166666666666667,0.5666666666666667
UNISIM_IV_P11_Seq2Trend_trial_34,P11,2dfb87c0f727d13252415b20e34c3a41,34,4.990074589950383,0.0979104304760696,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,7,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.06111111111111111,0.07888888888888888,0.27999999999999997
UNISIM_IV_P11_Seq2Trend_trial_101,P11,6d1f60bea03a4a77da0a27ed18ab0a9e,101,5.002292643312269,0.0678649669362993,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.001388888888888889,0.08305555555555555,0.16888888888888887
UNISIM_IV_P11_Seq2Trend_trial_74,P11,dde28d5686eeb2236ad3ff64101dcaf5,74,17.16719769456866,4.816642260528018,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.9405555555555556,0.89,3.6611111111111114
UNISIM_IV_P11_Seq2Trend_trial_22,P11,41042f7968b83656ecccae5606664f11,22,4.978756627995217,0.0998303020944181,Seq2Trend,Normal,False,0.5,300,300,200,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.06166666666666667,0.07666666666666666,0.27666666666666667
UNISIM_IV_P11_Seq2Trend_trial_146,P11,114ca2de2fba9e63c8909925836cad96,146,5.000815628451506,0.2789369446225348,Seq2Trend,Normal,False,0.25,300,300,20,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.18833333333333332,0.08222222222222222,0.5411111111111111
UNISIM_IV_P11_Seq2Trend_trial_2,P11,0fa118963e872cf84c401d7eb9c8b9e3,2,11.418229387905756,2.668734164243184,Seq2Trend,Normal,False,0.5,300,300,200,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8244444444444444,0.8166666666666667,3.282222222222222
UNISIM_IV_P11_Seq2Trend_trial_96,P11,a5560449ad3366c01178535d1a986977,96,11.104496743458698,2.5195563871081004,Seq2Trend,Normal,False,0.5,300,300,200,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,2,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8152777777777778,0.8130555555555555,3.256666666666667
UNISIM_IV_P11_Seq2Trend_trial_41,P11,364adef560f9d993dea7de139da69374,41,11.87492876950984,2.787838774092418,Seq2Trend,Normal,False,0.99,300,300,200,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8294444444444444,0.8238888888888889,3.3066666666666666
UNISIM_IV_P11_Seq2Trend_trial_36,P11,d62c5cf8e688a49369ba2fd8f5b3782d,36,6.318416306183488,0.7740233066270993,Seq2Trend,Normal,False,0.25,300,300,50,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,2,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5711111111111111,0.5694444444444444,2.281111111111111
UNISIM_IV_P11_Seq2Trend_trial_113,P11,c02222d6fb6ad30fdc6dfc8b4da7b921,113,5.439089756330247,0.801052149037744,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5794444444444444,0.2777777777777778,1.7144444444444444
UNISIM_IV_P11_Seq2Trend_trial_25,P11,54cabc6fdb20f4485d19f9a8fa2e0205,25,6.605215852913727,0.938446845373466,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.6163888888888889,0.6163888888888889,2.4655555555555555
UNISIM_IV_P11_Seq2Trend_trial_138,P11,fb965f5066549824c4c23ec90ca8c8a2,138,5.2888393287198046,0.6960843964572904,Seq2Trend,Normal,False,0.5,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,2,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5433333333333333,0.2544444444444444,1.5955555555555554
UNISIM_IV_P11_Seq2Trend_trial_1,P11,9d9bb13d838e04395c9eca622e6370ca,1,5.37668982902396,0.7781889518922409,Seq2Trend,Normal,False,0.25,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5738888888888889,0.27111111111111114,1.69
UNISIM_IV_P11_Seq2Trend_trial_24,P11,bebd2b95f250f7ccebacda85597924b2,24,5.03394622346863,0.501926990864986,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.38055555555555554,0.1411111111111111,1.0433333333333332
UNISIM_IV_P11_Seq2Trend_trial_30,P11,791ccd95603927c864083f0562fe96de,30,12.069583671477798,2.930232580388813,Seq2Trend,Normal,False,0.99,300,300,100,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,7,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8388888888888889,0.825,3.3277777777777775
UNISIM_IV_P11_Seq2Trend_trial_59,P11,98f047cc9176546011a0669686fa83a4,59,13.872391775285426,3.488708047554593,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8652777777777778,0.8469444444444445,3.4244444444444446
UNISIM_IV_P11_Seq2Trend_trial_39,P11,e080d37275b3f6cfb8d3fdcc6ac0ae3c,39,6.875487958232605,0.8283828542760895,Seq2Trend,Normal,False,0.99,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5866666666666667,0.6394444444444445,2.4522222222222223
UNISIM_IV_P11_Seq2Trend_trial_126,P11,d3c10c886e24d63a9ea2ee4be340920d,126,8.945972400317055,1.744854133193174,Seq2Trend,Normal,False,0.99,300,300,20,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7744444444444445,0.7855555555555556,3.12
UNISIM_IV_P11_Seq2Trend_trial_29,P11,87b22292ebabcabe943dbdc61266d49c,29,6.605215852913727,0.938446845373466,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.6163888888888889,0.6163888888888889,2.4655555555555555
UNISIM_IV_P11_Seq2Trend_trial_84,P11,9a9a5d383e2d4f8dc21aa484309d9dfd,84,5.557407568116989,0.4494368139470879,Seq2Trend,Normal,False,0.25,300,300,100,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.37166666666666665,0.28888888888888886,1.3211111111111111
UNISIM_IV_P11_Seq2Trend_trial_70,P11,14b9af0df0588036cff96040a53638d0,70,5.077289088925344,0.1154992261744899,Seq2Trend,Normal,False,0.99,300,300,20,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.065,0.1438888888888889,0.4177777777777778
UNISIM_IV_P11_Seq2Trend_trial_71,P11,ab6a70685e3ca7fabb22a9d4d4a6fe26,71,9.60966081269065,1.9429172083618809,Seq2Trend,Normal,False,0.99,300,300,20,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7902777777777777,0.7952777777777778,3.171111111111111
UNISIM_IV_P11_Seq2Trend_trial_89,P11,7a53b99c4e3880e66dedb3af543c42d5,89,4.911288168639484,0.4329559938994124,Seq2Trend,Normal,False,0.5,300,300,200,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.31222222222222223,0.06944444444444445,0.7633333333333334
UNISIM_IV_P11_Seq2Trend_trial_77,P11,e3695395ce8ee4aed3cfa615d0255a19,77,5.322359163565195,0.7905340275578173,Seq2Trend,Normal,False,0.5,300,300,50,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5788888888888889,0.2577777777777778,1.6733333333333333
UNISIM_IV_P11_Seq2Trend_trial_5,P11,6caffbf44356e23dfb90549d6f209503,5,5.797359776815602,1.0560215618118545,Seq2Trend,Normal,False,0.5,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.715,0.30944444444444447,2.048888888888889
UNISIM_IV_P11_Seq2Trend_trial_65,P11,5c0dd6dff704fae13c18cb42f9bfee09,65,4.997108246555675,0.0690247067192694,Seq2Trend,Normal,False,0.01,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,5,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.0025,0.07972222222222222,0.16444444444444445
UNISIM_IV_P11_Seq2Trend_trial_68,P11,89307e21023cd649bc965856b1705b16,68,22.32033065378448,6.145245166182719,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.9525,0.9425,3.79
UNISIM_IV_P11_Seq2Trend_trial_98,P11,6ab9978b1994b97e4309532cd69aea58,98,5.317700302992774,0.7785993333818197,Seq2Trend,Normal,False,0.5,300,300,20,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,7,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.5744444444444444,0.25666666666666665,1.6622222222222223
UNISIM_IV_P11_Seq2Trend_trial_130,P11,e13dd5e4c3895c906626e7f27f95194f,130,5.864810284649211,1.0454011758419206,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7138888888888889,0.3705555555555556,2.168888888888889
UNISIM_IV_P11_Seq2Trend_trial_33,P11,d292ae5450d80c11fc57fbe0ac384a28,33,4.891089979765752,0.1311625214416977,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.07,0.06722222222222222,0.2744444444444445
UNISIM_IV_P11_Seq2Trend_trial_91,P11,73e5ec614595846268728a347cf4e650,91,9.60966081269065,1.9429172083618809,Seq2Trend,Normal,False,0.99,300,300,20,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7902777777777777,0.7952777777777778,3.171111111111111
UNISIM_IV_P11_Seq2Trend_trial_109,P11,ecf6d565b651967d7e1b435cbdcc83e7,109,12.529741569923557,3.080677479010565,Seq2Trend,Normal,False,0.99,300,300,200,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.8483333333333334,0.8288888888888889,3.354444444444445
UNISIM_IV_P11_Seq2Trend_trial_104,P11,2a09daef6812fc74a6bf9c8fef6dfdb9,104,9.476626570536869,1.92245143904285,Seq2Trend,Normal,False,0.25,300,300,100,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7880555555555555,0.7936111111111112,3.163333333333333
UNISIM_IV_P11_Seq2Trend_trial_87,P11,e0e9a6336d23729891e9266f662388fb,87,9.242383585370405,1.8701311792355504,Seq2Trend,Normal,False,0.99,300,300,200,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7855555555555556,0.7894444444444444,3.15
UNISIM_IV_P11_Seq2Trend_trial_124,P11,c9dfc3c4ddbab9b75751f148329befab,124,5.002968627493841,0.0732231783479298,Seq2Trend,Normal,False,0.01,300,300,100,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.058888888888888886,0.08388888888888889,0.28555555555555556
UNISIM_IV_P11_Seq2Trend_trial_128,P11,bf015449e2b58afb98019cd5d40615d6,128,5.15217191699836,0.150357266695704,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.13027777777777777,0.15083333333333335,0.5622222222222222
UNISIM_IV_P11_Seq2Trend_trial_67,P11,bf70e5dea4b2daa4639e6219cb404ea2,67,9.270169929656491,1.8666846004883368,Seq2Trend,Normal,False,0.5,300,300,20,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.785,0.79,3.1500000000000004
UNISIM_IV_P11_Seq2Trend_trial_10,P11,a65c4d3b33c3f6ed43c88d4426bbfac1,10,4.842522792259423,0.2526717920489205,Seq2Trend,Normal,False,0.99,300,300,20,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.16916666666666666,0.06416666666666666,0.4666666666666667
UNISIM_IV_P11_Seq2Trend_trial_114,P11,c65b5d1a8fbea08fc49ddf929c619f50,114,8.4687109301016,1.6047862317139474,Seq2Trend,Normal,False,0.99,300,300,100,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,4,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.7583333333333333,0.775,3.0666666666666664
UNISIM_IV_P11_Seq2Trend_trial_119,P11,1a4bdf229a888aa2d577d84f6864c213,119,4.819839201645045,0.2996485206989034,Seq2Trend,Normal,False,0.01,300,300,100,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.19444444444444445,0.06333333333333334,0.5155555555555555
UNISIM_IV_P11_Seq2Trend_trial_132,P11,a09778b002b8343d7b0a134b1a63b24f,132,21.13086084810304,5.728948092573772,Seq2Trend,Normal,False,0.5,300,300,100,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,2,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.9488888888888889,0.9372222222222222,3.772222222222222
UNISIM_IV_P11_Seq2Trend_trial_21,P11,dc6b767d3a23de423196f28311e6aa7a,21,20.78950968300152,5.748714657610671,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,8,,default_group,UNISIM_IV_P11_Seq2Trend,UNISIM_IV,Seq2Trend,0.9494444444444444,0.9366666666666666,3.772222222222222
