status,job_hash,well,experiment_id,output_path,val_smape_agg,val_smape_cum,error,config,metadata
success,381efef2ece477dc819e4ccd57e7bce3,P14,UNISIM_IV_P14_Seq2Trend_trial_27,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/381efef2ece477dc819e4ccd57e7bce3.json,12.511078822163086,2.5998101633005906,,,
success,b076632d53d5a3385f318cc0b7b89b14,P14,UNISIM_IV_P14_Seq2Trend_trial_28,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/b076632d53d5a3385f318cc0b7b89b14.json,26.081502817548696,5.504309410419602,,,
success,130912e948cc09e647ff525094131250,P14,UNISIM_IV_P14_Seq2Trend_trial_29,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/130912e948cc09e647ff525094131250.json,5.5739448722674565,0.6240176964438855,,,
success,25a494da0812a7d77c7884e217438ace,P14,UNISIM_IV_P14_Seq2Trend_trial_30,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/25a494da0812a7d77c7884e217438ace.json,17.466969199796917,3.6967129229697324,,,
success,2cf323eb4e794c2e3326788aff5ee24b,P14,UNISIM_IV_P14_Seq2Trend_trial_31,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/2cf323eb4e794c2e3326788aff5ee24b.json,13.081648182577558,2.685311732117551,,,
success,2ee73b7d77525b45c04a16218756b1ae,P14,UNISIM_IV_P14_Seq2Trend_trial_32,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/2ee73b7d77525b45c04a16218756b1ae.json,19.809398209891295,4.154363209096896,,,
success,a629f56d766cda3c2a3327a13309b47b,P14,UNISIM_IV_P14_Seq2Trend_trial_33,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/a629f56d766cda3c2a3327a13309b47b.json,14.18608712011746,2.9797328365248523,,,
success,c0270bc03d665e03df02f2902062f3a4,P14,UNISIM_IV_P14_Seq2Trend_trial_34,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/c0270bc03d665e03df02f2902062f3a4.json,26.237661613694424,5.527316623386136,,,
success,f62c1587c57180884ad1791dc98d331e,P14,UNISIM_IV_P14_Seq2Trend_trial_35,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/f62c1587c57180884ad1791dc98d331e.json,7.617373248310254,0.9193820114174898,,,
success,2bb72573a2af8e992743b208018b3718,P14,UNISIM_IV_P14_Seq2Trend_trial_36,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/2bb72573a2af8e992743b208018b3718.json,11.445822736477435,1.9857283466362747,,,
