experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group
UNISIM_IV_P14_Seq2Trend_trial_82,P14,eb9f99c187cae421256e4d53234fef9d,82,19.598763762525927,4.2054720559110965,Seq2Trend,Normal,False,0.99,300,300,20,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,2,,default_group
UNISIM_IV_P14_Seq2Trend_trial_69,P14,55cc6eea28a60c7da83367b413e9f4df,69,28.821321629037715,6.0287906262714825,Seq2Trend,Normal,False,0.25,300,300,100,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,4,,default_group
UNISIM_IV_P14_Seq2Trend_trial_23,P14,0b4f2002783ecfc32d5599203f81e22a,23,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,2,,default_group
UNISIM_IV_P14_Seq2Trend_trial_25,P14,474070460f2d07a6559a96357c79fc6f,25,7.802741585637555,1.2193555264979785,Seq2Trend,Normal,False,0.01,300,300,100,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,7,,default_group
UNISIM_IV_P14_Seq2Trend_trial_94,P14,1e557b16b9ebd7f50b6733be9d644a6d,94,15.121998884698625,3.2468242416510287,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,8,,default_group
UNISIM_IV_P14_Seq2Trend_trial_45,P14,10d9697866dbafb538a1979ffd6d5252,45,13.374534464131058,2.7869193881304333,Seq2Trend,Normal,False,0.25,300,300,20,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,2,,default_group
UNISIM_IV_P14_Seq2Trend_trial_44,P14,9f297c24620f5a12baecd5cb0cda60c7,44,13.59311139962884,2.825745363773419,Seq2Trend,Normal,False,0.5,300,300,50,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,4,,default_group
UNISIM_IV_P14_Seq2Trend_trial_47,P14,f7762024092bdc69148b4a084b32e595,47,18.464513858298517,4.1180981030200305,Seq2Trend,Normal,False,0.01,300,300,50,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,5,,default_group
UNISIM_IV_P14_Seq2Trend_trial_17,P14,e63fefb0d18820af3156bb8dda354bc6,17,9.013814855115882,2.0043446016428543,Seq2Trend,Normal,False,0.01,300,300,50,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_64,P14,d08b6b6cb07f70e00343defa3be9a644,64,34.89303704634828,7.220201928077863,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,2,,default_group
