status,job_hash,well,experiment_id,output_path,val_smape_agg,val_smape_cum
success,86d24303684b170a37b1c8b458e0a553,P11,UNISIM_IV_P11_Seq2Trend_trial_100,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/86d24303684b170a37b1c8b458e0a553.json,4.9904573296865,0.0682276650173791
success,73549f0648500e0271f884f62ab8e761,P11,UNISIM_IV_P11_Seq2Trend_trial_101,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/73549f0648500e0271f884f62ab8e761.json,4.9904573296865,0.0682276650173791
success,86b5254652e47a6d0c49ac73d55eba2a,P11,UNISIM_IV_P11_Seq2Trend_trial_102,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/86b5254652e47a6d0c49ac73d55eba2a.json,4.9904573296865,0.0682276650173791
success,d76c1059c9c2fe42f1e4e3bdc66fac4b,P11,UNISIM_IV_P11_Seq2Trend_trial_103,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/d76c1059c9c2fe42f1e4e3bdc66fac4b.json,4.9904573296865,0.0682276650173791
success,54d8f9f616bbef15c5ce5f715a3f935b,P11,UNISIM_IV_P11_Seq2Trend_trial_104,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/54d8f9f616bbef15c5ce5f715a3f935b.json,4.9904573296865,0.0682276650173791
success,9cc505a9558ce73742be9dd109f97d3f,P11,UNISIM_IV_P11_Seq2Trend_trial_105,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/9cc505a9558ce73742be9dd109f97d3f.json,4.9904573296865,0.0682276650173791
success,896a3dd185fd97cf7f9b4c3d251f936e,P11,UNISIM_IV_P11_Seq2Trend_trial_106,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/896a3dd185fd97cf7f9b4c3d251f936e.json,4.9904573296865,0.0682276650173791
success,358272418c0ca1a0cea74ef36c4f8d8e,P11,UNISIM_IV_P11_Seq2Trend_trial_107,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/358272418c0ca1a0cea74ef36c4f8d8e.json,4.9904573296865,0.0682276650173791
success,16173f3bf2c811ef77ace8757ef0fd9e,P11,UNISIM_IV_P11_Seq2Trend_trial_108,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/16173f3bf2c811ef77ace8757ef0fd9e.json,4.9904573296865,0.0682276650173791
success,dc3b933728aeefc99f79f23cdd280dd0,P11,UNISIM_IV_P11_Seq2Trend_trial_109,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/dc3b933728aeefc99f79f23cdd280dd0.json,4.9904573296865,0.0682276650173791
success,186f0097a1a882814bae41cb8328f71b,P11,UNISIM_IV_P11_Seq2Trend_trial_110,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/186f0097a1a882814bae41cb8328f71b.json,4.9904573296865,0.0682276650173791
success,d8e79c9a2a501989b3e06eae7eb120bf,P11,UNISIM_IV_P11_Seq2Trend_trial_111,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/d8e79c9a2a501989b3e06eae7eb120bf.json,4.9904573296865,0.0682276650173791
success,38b507403986796269fe6716f2dee110,P11,UNISIM_IV_P11_Seq2Trend_trial_112,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/38b507403986796269fe6716f2dee110.json,4.9904573296865,0.0682276650173791
success,7bb1ba2771795358eb5ce65d24a462e2,P11,UNISIM_IV_P11_Seq2Trend_trial_113,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/7bb1ba2771795358eb5ce65d24a462e2.json,4.9904573296865,0.0682276650173791
success,35fb7f74b4bbc4c8c8b02de87bec8512,P11,UNISIM_IV_P11_Seq2Trend_trial_114,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/35fb7f74b4bbc4c8c8b02de87bec8512.json,4.9904573296865,0.0682276650173791
success,5a9e2c17d45b3442a388d5e75b718bcf,P11,UNISIM_IV_P11_Seq2Trend_trial_115,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P11_Seq2Trend_cycle_2/results/5a9e2c17d45b3442a388d5e75b718bcf.json,4.9904573296865,0.0682276650173791
