status,job_hash,well,experiment_id,output_path,val_smape_agg,val_smape_cum
success,92bfbeee6202c495722d8fc409600ed5,P15,UNISIM_IV_P15_Seq2Trend_trial_0,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/92bfbeee6202c495722d8fc409600ed5.json,7.808860196426528,0.625022934866914
success,479542b581ea3a8c13b717e5f481d232,P15,UNISIM_IV_P15_Seq2Trend_trial_1,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/479542b581ea3a8c13b717e5f481d232.json,6.027003967886471,0.2848268705138227
success,e49ec63dbad3bb84a5a4171fd5b90265,P15,UNISIM_IV_P15_Seq2Trend_trial_2,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/e49ec63dbad3bb84a5a4171fd5b90265.json,9.343960251915709,1.379582465051724
success,3fece62970cd044d48210c1e39fa9f18,P15,UNISIM_IV_P15_Seq2Trend_trial_3,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/3fece62970cd044d48210c1e39fa9f18.json,5.748634793004012,0.8227812278829294
success,04af1782020c9a980fde27d1f934fb43,P15,UNISIM_IV_P15_Seq2Trend_trial_4,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/04af1782020c9a980fde27d1f934fb43.json,6.847587312065325,0.27888744317138053
success,b609af9405fe16fb2218dd69c1eaec06,P15,UNISIM_IV_P15_Seq2Trend_trial_5,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/b609af9405fe16fb2218dd69c1eaec06.json,5.859446583432342,0.4184951011573636
success,51520f4cfa112227832a1b5847828bbc,P15,UNISIM_IV_P15_Seq2Trend_trial_6,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/51520f4cfa112227832a1b5847828bbc.json,6.6336279757863785,0.26807755753619955
success,e5f7a31397865833c6a34d0a1914254a,P15,UNISIM_IV_P15_Seq2Trend_trial_7,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/e5f7a31397865833c6a34d0a1914254a.json,6.3991284576285095,0.22818046500166386
success,04f9ebed227bfae50b2fdf6950c46c03,P15,UNISIM_IV_P15_Seq2Trend_trial_8,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/04f9ebed227bfae50b2fdf6950c46c03.json,5.780096447312151,0.48507008985048383
success,538f329db92852e894e9985f22247b24,P15,UNISIM_IV_P15_Seq2Trend_trial_9,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/538f329db92852e894e9985f22247b24.json,5.996577242797386,0.285407598427654
success,b06e11084f70c3703169eb660628352f,P15,UNISIM_IV_P15_Seq2Trend_trial_10,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/b06e11084f70c3703169eb660628352f.json,6.291104942406103,0.23785416431361728
success,432988ef4f8e78fc8763b6ceab13f30a,P15,UNISIM_IV_P15_Seq2Trend_trial_11,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/432988ef4f8e78fc8763b6ceab13f30a.json,6.254909278399038,0.2477978802721257
success,175e943988a7363cbdbaba92aedfc782,P15,UNISIM_IV_P15_Seq2Trend_trial_12,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/175e943988a7363cbdbaba92aedfc782.json,6.504850456516975,0.24750885754021004
success,c2b86650fb634c58d4ce0e81e77eecdf,P15,UNISIM_IV_P15_Seq2Trend_trial_13,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/c2b86650fb634c58d4ce0e81e77eecdf.json,6.386711832953116,0.22794596236035491
success,68445263b883e7f67b3db2cfc6757c89,P15,UNISIM_IV_P15_Seq2Trend_trial_14,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/68445263b883e7f67b3db2cfc6757c89.json,11.867384416059497,2.3382561401720054
success,fddd8c7c00fa57739431f71be72fa2d6,P15,UNISIM_IV_P15_Seq2Trend_trial_15,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/fddd8c7c00fa57739431f71be72fa2d6.json,7.618985913654516,0.7078728449824667
success,f1b9e46cdad133f729d0354d365fc68c,P15,UNISIM_IV_P15_Seq2Trend_trial_16,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/f1b9e46cdad133f729d0354d365fc68c.json,6.005068439297208,0.365451210659929
success,5d8ac09141cf8fd1a85dac6b7c3fbe83,P15,UNISIM_IV_P15_Seq2Trend_trial_17,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/5d8ac09141cf8fd1a85dac6b7c3fbe83.json,6.027003967886471,0.2848268705138227
success,43f4d1648e61f0017612dfd69f1d07c4,P15,UNISIM_IV_P15_Seq2Trend_trial_18,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/43f4d1648e61f0017612dfd69f1d07c4.json,6.476824473895176,0.24283295649149636
success,b47676c1e27247e8dd9416cc6b18e8a0,P15,UNISIM_IV_P15_Seq2Trend_trial_19,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/b47676c1e27247e8dd9416cc6b18e8a0.json,6.096161881457168,0.2788511507555546
success,87f35940c917dafedcfcc00584f458ea,P15,UNISIM_IV_P15_Seq2Trend_trial_20,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/87f35940c917dafedcfcc00584f458ea.json,6.847995208079307,0.3689552236037394
success,5f70c840112d1b8015ab35a07ba2a1eb,P15,UNISIM_IV_P15_Seq2Trend_trial_21,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P15_Seq2Trend_cycle_1/results/5f70c840112d1b8015ab35a07ba2a1eb.json,6.96088860183616,0.35171920014847563
