feature,mean_abs_shap
Prod_Start_Time,0.0514996603483774
BORE_GAS_VOL,0.04914768630098681
ON_STREAM_HRS,0.04217590018015471
BORE_OIL_VOL_LAG_7,0.06890452477899897
BORE_OIL_VOL_LAG_6,0.1408457823831163
BORE_OIL_VOL_LAG_5,0.16662465720987207
BORE_OIL_VOL_LAG_4,0.05022677068094102
BORE_OIL_VOL_LAG_3,0.020141391350332723
BORE_OIL_VOL_LAG_2,0.02613194436697894
BORE_OIL_VOL_LAG_1,0.09166189833841701
BORE_OIL_VOL_MEAN_LAG,0.07913417690138481
