experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group
UNISIM_IV_P14_Seq2Trend_trial_119,P14,9f65c35757b3448da8818080703d6e4d,119,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_124,P14,11538d82dc0695df51ea57091268fac9,124,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_111,P14,2c19717bce0c6751aff4734d22ed1b79,111,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_125,P14,53bb1e5b126c4cb9688a86a13b5d2fba,125,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_133,P14,3f0f3fd9d2fe1fe3c13fe93c613cbb98,133,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_137,P14,9050fec4d5fee292c4fd32a05b099146,137,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_100,P14,d68984504518860fe0c1b4837e3164db,100,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_104,P14,d6dbdfb23f854ffb17ff59fc16ac89e0,104,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_145,P14,9c1c785ba841b516a17b031074d86849,145,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_149,P14,9d183d1a42fb8bb620faa53cb7319248,149,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_134,P14,07581216808b015edc1449d5eecca359,134,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
UNISIM_IV_P14_Seq2Trend_trial_116,P14,25aebd3ae6571cd253b08068b65d6997,116,7.61761993491632,0.9195017649150367,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,3,,default_group
