feature,mean_abs_shap
Prod_Start_Time,0.48772423373561147
BORE_GAS_VOL,0.22934939556257128
ON_STREAM_HRS,0.22746941058883546
BORE_OIL_VOL_LAG_7,0.382628185984989
BORE_OIL_VOL_LAG_6,0.13276563527162782
BORE_OIL_VOL_LAG_5,0.13645797697891895
BORE_OIL_VOL_LAG_4,0.17225421990588075
BORE_OIL_VOL_LAG_3,0.213144329211597
BORE_OIL_VOL_LAG_2,0.30044983578651835
BORE_OIL_VOL_LAG_1,0.47015580222958103
BORE_OIL_VOL_MEAN_LAG,0.14766796595520443
