experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group
UNISIM_IV_P12_Seq2Trend_trial_7,P12,6d7de868cd2a3590a1852d068ad9ad74,7,18.620937620995214,4.486561524463198,Seq2Trend,Normal,False,0.25,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,6,,default_group
UNISIM_IV_P12_Seq2Trend_trial_88,P12,f68ebd0647c1906239ec8f9c3d84b7ab,88,7.182684060991374,1.8355563405632183,Seq2Trend,Normal,False,0.01,300,300,200,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,4,,default_group
UNISIM_IV_P12_Seq2Trend_trial_16,P12,5ff649be9f5ba8eda6c4c41ee3ab9326,16,15.91570055334269,3.7964125944994835,Seq2Trend,Normal,False,0.99,300,300,200,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group
UNISIM_IV_P12_Seq2Trend_trial_18,P12,dac012da66d45fb71233ac8b5864a487,18,8.318103067115015,2.0048083489636,Seq2Trend,Normal,False,0.25,300,300,50,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,4,,default_group
UNISIM_IV_P12_Seq2Trend_trial_92,P12,276506b07bf36fa3bac0d9f186e5cc3c,92,12.989173510210673,2.9536159188761317,Seq2Trend,Normal,False,0.01,300,300,100,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,8,,default_group
UNISIM_IV_P12_Seq2Trend_trial_45,P12,eb5c7606064008c9f29cf39bf7b6700b,45,7.866455516611133,1.994461658127686,Seq2Trend,Normal,False,0.01,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,4,,default_group
UNISIM_IV_P12_Seq2Trend_trial_44,P12,0b831e181fadf0bb0b2204a73ae3065d,44,87.26259037874473,16.924878004054076,Seq2Trend,Normal,False,0.25,300,300,20,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,4,,default_group
UNISIM_IV_P12_Seq2Trend_trial_43,P12,2a5251c8ee9062050818c0faf7e3396c,43,11.725551185762598,2.830010358200307,Seq2Trend,Normal,False,0.99,300,300,20,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group
UNISIM_IV_P12_Seq2Trend_trial_91,P12,c53b54f73bee62ce2884e24257e2805b,91,4.70302102894277,0.3423694757648666,Seq2Trend,Normal,False,0.01,300,300,50,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group
UNISIM_IV_P12_Seq2Trend_trial_1,P12,41db0064b6f5484caa48614fecde8a09,1,9.882225919759726,2.4342060847011586,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,8,,default_group
UNISIM_IV_P12_Seq2Trend_trial_71,P12,f2e0e5dcac93c8ff6135aa0548bbbc79,71,6.16469381785072,1.4638219753968373,Seq2Trend,Normal,False,0.25,300,300,100,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,2,,default_group
UNISIM_IV_P12_Seq2Trend_trial_22,P12,934509693f81217da089dc7bc01a7d1c,22,4.706105525026045,0.34961724801919647,Seq2Trend,Normal,False,0.01,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,8,,default_group
UNISIM_IV_P12_Seq2Trend_trial_3,P12,41054bb5853cc9f46844655491661053,3,10.980382877694355,2.693645789014126,Seq2Trend,Normal,False,0.5,300,300,20,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,6,,default_group
UNISIM_IV_P12_Seq2Trend_trial_77,P12,48bd879a3a099a6e528497f376c8309f,77,6.546089223307675,1.6134190021027297,Seq2Trend,Normal,False,0.5,300,300,200,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,4,,default_group
UNISIM_IV_P12_Seq2Trend_trial_81,P12,c1e8dc740a9c1e55faf0363cf55ebb07,81,7.785867586554762,1.9801044550006248,Seq2Trend,Normal,False,0.5,300,300,20,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,8,,default_group
UNISIM_IV_P12_Seq2Trend_trial_98,P12,6fb2356192008831b95c13d3eeaf9a60,98,7.64798902864829,1.9542229939084481,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,4,,default_group
