R²,SMAPE,MAE,Well,Method,Category,Setting
-1.843744190745603,115.49571975407456,7284666.892259213,wind,ARIMA,Cumulative,Wide & Shallow
-0.4002002664037887,67.68410712245473,1370475.97994,solar,ARIMA,Cumulative,Wide & Shallow
0.9491089609189053,8.980367752293443,8192131.267038956,load,ARIMA,Cumulative,Wide & Shallow
0.03137379300015286,22.890293904510266,4315935.787763244,15/9-F-14,ARIMA,Cumulative,Wide & Shallow
-2.6070139990606207,44.58074337170472,9002823.951876828,15/9-F-12,ARIMA,Cumulative,Wide & Shallow
-0.3734425188421173,32.65405653495809,1556438.0071368825,15/9-F-11,ARIMA,Cumulative,Wide & Shallow
0.8899205256388627,4.731169826830151,36142.38596635437,15/9-F-15 D,ARIMA,Cumulative,Wide & Shallow
0.9987392094180835,1.203697519582893,44751.605535589915,Prod-1,ARIMA,Cumulative,Wide & Shallow
0.9979703034782554,0.9475743131623587,44618.71485276721,Prod-2,ARIMA,Cumulative,Wide & Shallow
0.9999274350513988,0.2764472691609529,11613.38620017868,Prod-3,ARIMA,Cumulative,Wide & Shallow
0.9996698631801878,0.44443796643483974,29501.905685262333,Prod-4,ARIMA,Cumulative,Wide & Shallow
0.9999134409299612,0.2722073481086441,18381.792598965163,Prod-5,ARIMA,Cumulative,Wide & Shallow
0.9998817791331248,0.3486522649869264,16800.01938436742,Prod-6,ARIMA,Cumulative,Wide & Shallow
0.999377395560695,0.6076985359784745,35116.67509809291,Prod-7,ARIMA,Cumulative,Wide & Shallow
0.9999249417472323,0.2888398504086086,13495.448672379129,Prod-8,ARIMA,Cumulative,Wide & Shallow
0.9999609598040726,0.21870539859309024,9944.289177662438,Prod-9,ARIMA,Cumulative,Wide & Shallow
0.9999726346964396,0.1339206337339492,9335.29157094837,Prod-10,ARIMA,Cumulative,Wide & Shallow
