R²,SMAPE,MAE,Well,Method,Category,Setting
0.8851879232163955,10.617182705608894,1214218.2081228574,wind,ARIMA,Cumulative,Stable & Regularized
-0.28338282408224225,61.31167755147294,1294445.9952893725,solar,ARIMA,Cumulative,Stable & Regularized
0.8869152660028606,10.505815637838744,11491702.588649116,load,ARIMA,Cumulative,Stable & Regularized
-16.537528562378906,45.809613022244505,15489170.690962123,15/9-F-14,ARIMA,Cumulative,Stable & Regularized
-9.334564559199132,32.91611862777823,12000917.680849314,15/9-F-12,ARIMA,Cumulative,Stable & Regularized
0.9774244765877178,3.6530030729630436,192195.28921313334,15/9-F-11,ARIMA,Cumulative,Stable & Regularized
0.6010507722771128,9.658855255287559,76578.12462519866,15/9-F-15 D,ARIMA,Cumulative,Stable & Regularized
0.8332053386474507,9.82650453901746,451838.421966824,Prod-1,ARIMA,Cumulative,Stable & Regularized
0.9040696172618521,4.788448039215408,258064.35271188623,Prod-2,ARIMA,Cumulative,Stable & Regularized
0.9997036779145178,0.4130370133696243,19579.197671235535,Prod-3,ARIMA,Cumulative,Stable & Regularized
0.9882568403884426,2.8309213466939416,185381.00768679453,Prod-4,ARIMA,Cumulative,Stable & Regularized
0.9967770048910203,2.184532129773273,129364.7890284353,Prod-5,ARIMA,Cumulative,Stable & Regularized
0.9852129076526497,3.373048105607685,180290.26373962668,Prod-6,ARIMA,Cumulative,Stable & Regularized
0.9770984274259659,3.621784225219671,211136.04837980136,Prod-7,ARIMA,Cumulative,Stable & Regularized
0.9965850675303739,2.034510638337057,94073.56629397278,Prod-8,ARIMA,Cumulative,Stable & Regularized
0.9968141256987695,1.9454915197000409,101104.6511059307,Prod-9,ARIMA,Cumulative,Stable & Regularized
0.9962978021067461,1.9508448440580899,132854.56763715082,Prod-10,ARIMA,Cumulative,Stable & Regularized
