R²,SMAPE,MAE,Well,Method,Category,Setting
0.6517385450057231,26.41511690014542,2478326.0990999984,wind,N-Beats,Cumulative,Large & Robust
-239.61420251669193,152.78532225092752,18187162.284135498,solar,N-Beats,Cumulative,Large & Robust
0.9121099201482279,12.02478105879075,10797606.485783774,load,N-Beats,Cumulative,Large & Robust
0.9988353537094091,0.7618261541648267,135582.4373690145,15/9-F-14,N-Beats,Cumulative,Large & Robust
0.4366546787654655,12.602652331400385,3457621.4255378707,15/9-F-12,N-Beats,Cumulative,Large & Robust
0.9700557249728841,3.9836246036730696,209057.89804101287,15/9-F-11,N-Beats,Cumulative,Large & Robust
0.7019544128032871,7.593829101587721,57645.561419801496,15/9-F-15 D,N-Beats,Cumulative,Large & Robust
0.988533169238868,3.4847787175388096,134293.62631291038,Prod-1,N-Beats,Cumulative,Large & Robust
0.9511840903042825,6.430556957764404,274323.28798815445,Prod-2,N-Beats,Cumulative,Large & Robust
0.9999672761781919,0.21701914467678837,8461.574884403353,Prod-3,N-Beats,Cumulative,Large & Robust
0.9814417930757178,5.1878277674307505,277482.59739367047,Prod-4,N-Beats,Cumulative,Large & Robust
0.9885412135542335,4.046878810100551,238707.66134420503,Prod-5,N-Beats,Cumulative,Large & Robust
0.9823994680739073,5.041258695504623,226343.78062445705,Prod-6,N-Beats,Cumulative,Large & Robust
0.9962900762451515,1.7946483869142795,94783.24818355257,Prod-7,N-Beats,Cumulative,Large & Robust
0.7969359080187646,18.654389095306332,762671.0788200531,Prod-8,N-Beats,Cumulative,Large & Robust
0.9693276194202163,6.784166700227817,332094.68130453594,Prod-9,N-Beats,Cumulative,Large & Robust
0.9899856026311322,3.64359522587949,234737.6064759467,Prod-10,N-Beats,Cumulative,Large & Robust
