R²,SMAPE,MAE,Well,Method,Category,Setting
0.7537452896337802,21.900762700682318,2089263.797347254,wind,N-Beats,Cumulative,Small & Fast
-355.6502948511442,159.2457841147736,22132550.3312256,solar,N-Beats,Cumulative,Small & Fast
0.8887322768540322,13.565350284738065,12123741.886127802,load,N-Beats,Cumulative,Small & Fast
0.7200899903847661,9.878110560558603,2257192.767207266,15/9-F-14,N-Beats,Cumulative,Small & Fast
-0.3204213512070566,18.868718190019717,5334818.081272526,15/9-F-12,N-Beats,Cumulative,Small & Fast
0.9807259035700251,3.507880319771327,173405.0448814821,15/9-F-11,N-Beats,Cumulative,Small & Fast
0.6835567273257497,7.820231279585403,59333.51873600312,15/9-F-15 D,N-Beats,Cumulative,Small & Fast
0.9866171922342656,3.754322071800611,145024.56468628705,Prod-1,N-Beats,Cumulative,Small & Fast
0.99684454693007,2.2645057524541277,75949.14681756863,Prod-2,N-Beats,Cumulative,Small & Fast
0.997126791231097,1.9151321368754624,78072.89276321705,Prod-3,N-Beats,Cumulative,Small & Fast
0.9720291745747145,6.373008577767014,339824.19669209217,Prod-4,N-Beats,Cumulative,Small & Fast
0.9899726389488231,3.7709198185399777,223091.21857907547,Prod-5,N-Beats,Cumulative,Small & Fast
0.998699227373874,1.3934758638835927,62509.27573868269,Prod-6,N-Beats,Cumulative,Small & Fast
0.9999283605247498,0.37774835533511336,12530.26011116736,Prod-7,N-Beats,Cumulative,Small & Fast
0.9791680472987948,5.594933107710938,244683.36432195336,Prod-8,N-Beats,Cumulative,Small & Fast
0.9750204628036153,6.098085847781311,299744.3152834658,Prod-9,N-Beats,Cumulative,Small & Fast
0.9811616224994217,5.332230477585683,326419.2177149388,Prod-10,N-Beats,Cumulative,Small & Fast
