experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group
UNISIM_IV_P15_Seq2Trend_trial_141,P15,ea9bb24b8dea5b744d14da127c9a6d85,141,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_122,P15,01d6a50f6296cab3f4afa5830a57f29c,122,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_117,P15,9b85af8ec764f7c7343b6b336142dc50,117,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_104,P15,3620f77523740fe0df2d6354f290d173,104,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_135,P15,0f9baaf3fd58dcaad1c9f6807b58365c,135,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_106,P15,d090c79d4222b87ff170e55ea216ed6e,106,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_127,P15,de99d3eccefbfb30fea6694509c04651,127,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_145,P15,3f7721726b9739089fbfb142113149ea,145,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_130,P15,1e7acd4c2ae3bf138ba0ed95da6a6b2c,130,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P15_Seq2Trend_trial_113,P15,a82dc638608b70d399d0d89f1207b4c9,113,6.053034746929361,0.2501988928869163,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
