feature,mean_abs_shap
Prod_Start_Time,0.07322923098763567
BORE_GAS_VOL,0.15632345147443832
ON_STREAM_HRS,0.03864960768745126
BORE_OIL_VOL_LAG_7,0.10297720207785864
BORE_OIL_VOL_LAG_6,0.16336976065779002
BORE_OIL_VOL_LAG_5,0.04817509410167986
BORE_OIL_VOL_LAG_4,0.029637223396952725
BORE_OIL_VOL_LAG_3,0.03548097597861973
BORE_OIL_VOL_LAG_2,0.03603359917865924
BORE_OIL_VOL_LAG_1,0.07746088635515964
BORE_OIL_VOL_MEAN_LAG,0.04672411152915777
