experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group,campaign,dataset,architecture,val_smape_cum_norm,val_smape_agg_norm,weighted_score
UNISIM_IV_P12_Seq2Trend_trial_141,P12,bf21ff4f337aa47d0f37870068b893e9,141,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_100,P12,67080f156cc2101b2a9a5993dafc4563,100,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_121,P12,4b03e9e5d9ce3bfe3c5f85ad7a279c7a,121,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_122,P12,ae1eddc65f7aba19d89999271408bffb,122,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_120,P12,39e1fcfc1e208b519709018ee463353b,120,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_148,P12,d07ec429a470b4a04d9dd6a0cddd31a9,148,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_129,P12,772699e40bac6588475e93aac40ecc0f,129,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_110,P12,7116201c3ec310e44f5b8c4d1fc404e5,110,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_116,P12,6522c8845291ff7eddad7927a7c02c2d,116,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_104,P12,9d6f04a0c2c0b4171ab5dc1aa4ceb1d9,104,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_138,P12,0eec0c21f41912a2b5a4e83a1cb8fa7f,138,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_144,P12,2f772db5ff2ecc4ade8250df8c1c5258,144,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_119,P12,393e6ed7700360eeca9b89e140fbd37c,119,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_140,P12,16cca0b809c61d86ad1e7e7302292f66,140,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_125,P12,f660027d6f97dc9d65c7b5a4e25ad06d,125,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_117,P12,766e2f4f2f41efccef6a6eb69126eb8a,117,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_130,P12,845fb047ed81217cc60c808e8e910409,130,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_137,P12,85d8393d8972175037a3e219fca6a40b,137,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_131,P12,48761cce7ab725cef5ffadb65845ca41,131,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_136,P12,f059b2ccf013a4f989c6907f7bc3a889,136,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_134,P12,32a6dbf21ccfdb7308a8f74e3c10c724,134,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_106,P12,76d608e64cb1cbe3f75c1757a23b7faf,106,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_102,P12,b37533751e06b8f7d137debff3fc6213,102,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_145,P12,b269d94e6fdbd3d85353e2073d63004e,145,4.726203403951818,0.3530916794717177,Seq2Trend,Normal,False,0.01,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,5,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.26074380165289257,0.023553719008264463,0.5685950413223141
UNISIM_IV_P12_Seq2Trend_trial_182,P12,4b2cc7a1a78fe37c85fa498e0c822274,182,4.866217671353909,0.1193360726214645,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.06487603305785124,0.049173553719008264,0.228099173553719
UNISIM_IV_P12_Seq2Trend_trial_159,P12,c55e9044608c7cfd7f664798ae71598a,159,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_167,P12,45ccfd174a0663c12b641d3e7beb6d3a,167,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_154,P12,03c3e6eaa615637b66c5a40f4993ccaf,154,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_158,P12,a849356b37ac8ee4b5505c147f6c1cbc,158,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_198,P12,f4fa4d1f0a7c957f7398560550465cc9,198,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_164,P12,a8345ac0b25db07a6e14d5eb4d5427f2,164,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_190,P12,3a5c61c5806e0e491479113240fd7417,190,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_178,P12,0c5155f0073de720a4b8d3aa6f63932d,178,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_174,P12,0c05e2796462d4745bb58ab4e3f405f7,174,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_199,P12,23c09a8abad3d2504aa23055e1f577b2,199,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_170,P12,3102b7239bafc48455a2f0fcaa82e455,170,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_187,P12,0dfef73b5a615c23a779dddffd01071c,187,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_163,P12,38ccd07daf58ed59437e8f0be396efaa,163,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_150,P12,506364aac4d50a0f5e52f18021267c38,150,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_165,P12,661c1f50a73fe06a114a857ed75b5e30,165,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_169,P12,2f98ff4b299c02937695acada6419d4a,169,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_161,P12,1264b20914e4085dddfcfab7cd11b7ce,161,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_177,P12,fdef072a1cb1794022d3aa59e91eefce,177,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_185,P12,9ec16001e1491c641ed5098c4bff2bed,185,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_183,P12,f1b37d5966c5b22dd9a39060c4225bcf,183,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_151,P12,e888000edaeb2005130c453243c69852,151,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_152,P12,02969548c3f2b3c10c98061bed1d6891,152,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_172,P12,3c559f8c56987665898e61fb5c4430f7,172,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_186,P12,7133a3036463ba392f9aece2764d1e19,186,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_156,P12,00db85b81cf5b892f7a74654cfb1609b,156,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_153,P12,fc5ca557813546d88f8ad11012a4bf07,153,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_180,P12,8a279bd8f8e0af1b1921f6236c4a9644,180,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_160,P12,2712b025c19716c41d5b0858e94ae307,160,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_171,P12,268eceb803d28f284d9dea3fcc80ca0e,171,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_162,P12,351b9c89c7a404f62f3fddfc95aee286,162,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_176,P12,1d9796244878ddd21546364ab3d12ba8,176,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_173,P12,91fc46cea4739b7ee8aceed5e15bf120,173,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_192,P12,c7f78c28cb34fe8b27811fcda879862d,192,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_166,P12,488efdd0cc727d82e4ae6fc75710219e,166,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_157,P12,d85a027636de2ab55e40145c52712b46,157,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_184,P12,fa68d1c451d4f9fd1a44038f0e3a6cb3,184,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
UNISIM_IV_P12_Seq2Trend_trial_168,P12,d213a696f288876fd6e7139916a6d4ea,168,12.60713190248493,3.1035714271700976,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.8607438016528925,0.8417355371900826,3.4049586776859506
