status,job_hash,well,experiment_id,output_path,val_smape_agg,val_smape_cum
success,67080f156cc2101b2a9a5993dafc4563,P12,UNISIM_IV_P12_Seq2Trend_trial_100,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/67080f156cc2101b2a9a5993dafc4563.json,4.726203403951818,0.35309167947171777
success,a50081503ad6273364aa17cd0447c634,P12,UNISIM_IV_P12_Seq2Trend_trial_101,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/a50081503ad6273364aa17cd0447c634.json,4.726203403951818,0.35309167947171777
success,b37533751e06b8f7d137debff3fc6213,P12,UNISIM_IV_P12_Seq2Trend_trial_102,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/b37533751e06b8f7d137debff3fc6213.json,4.726203403951818,0.35309167947171777
success,ad61530d4977c1fd7ea6f3a4c33a21cf,P12,UNISIM_IV_P12_Seq2Trend_trial_103,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/ad61530d4977c1fd7ea6f3a4c33a21cf.json,4.726203403951818,0.35309167947171777
success,9d6f04a0c2c0b4171ab5dc1aa4ceb1d9,P12,UNISIM_IV_P12_Seq2Trend_trial_104,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/9d6f04a0c2c0b4171ab5dc1aa4ceb1d9.json,4.726203403951818,0.35309167947171777
success,b4b40e6a0a1bc2ca997a875bd4f03953,P12,UNISIM_IV_P12_Seq2Trend_trial_105,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/b4b40e6a0a1bc2ca997a875bd4f03953.json,4.726203403951818,0.35309167947171777
success,76d608e64cb1cbe3f75c1757a23b7faf,P12,UNISIM_IV_P12_Seq2Trend_trial_106,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/76d608e64cb1cbe3f75c1757a23b7faf.json,4.726203403951818,0.35309167947171777
success,985ae53d0aa28d0d7cdd62211810a471,P12,UNISIM_IV_P12_Seq2Trend_trial_107,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/985ae53d0aa28d0d7cdd62211810a471.json,4.726203403951818,0.35309167947171777
success,babe33ac63209293889a8ccbaaef18a6,P12,UNISIM_IV_P12_Seq2Trend_trial_108,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/babe33ac63209293889a8ccbaaef18a6.json,4.726203403951818,0.35309167947171777
success,f60d082267537a28a8c5a449a4926529,P12,UNISIM_IV_P12_Seq2Trend_trial_109,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/f60d082267537a28a8c5a449a4926529.json,4.726203403951818,0.35309167947171777
success,7116201c3ec310e44f5b8c4d1fc404e5,P12,UNISIM_IV_P12_Seq2Trend_trial_110,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/7116201c3ec310e44f5b8c4d1fc404e5.json,4.726203403951818,0.35309167947171777
success,f8c543692e675101785b47d613c474c4,P12,UNISIM_IV_P12_Seq2Trend_trial_111,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/f8c543692e675101785b47d613c474c4.json,4.726203403951818,0.35309167947171777
success,e9c0e27114632067a90f6052b1f57af8,P12,UNISIM_IV_P12_Seq2Trend_trial_112,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P12_Seq2Trend_cycle_2/results/e9c0e27114632067a90f6052b1f57af8.json,4.726203403951818,0.35309167947171777
