experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group
UNISIM_IV_P13_Seq2Trend_trial_40,P13,03fd752833bdb00df24ffc29e8e5c770,40,5.784873207121815,1.0125659671220393,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_26,P13,f0f8b4696df9af782651cf6f963642ea,26,5.157826378727266,0.34671775074869193,Seq2Trend,Normal,False,0.01,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,6,,default_group
UNISIM_IV_P13_Seq2Trend_trial_97,P13,c5dbd33701bc72a6df86b5d9a238f193,97,5.1863467257085665,0.25425082756780754,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,4,,default_group
UNISIM_IV_P13_Seq2Trend_trial_22,P13,a5a1317107878bf2151d79ef0360a503,22,5.953982746054196,1.07163371317187,Seq2Trend,Normal,False,0.5,300,300,200,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,6,,default_group
UNISIM_IV_P13_Seq2Trend_trial_52,P13,94072113b23aea0da2a6c8153e75e73c,52,5.231056038763657,0.5249407732262221,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,5,,default_group
UNISIM_IV_P13_Seq2Trend_trial_17,P13,e65cb8d92200564602d47fe200b653d1,17,5.353074571503673,0.7357912548222265,Seq2Trend,Normal,False,0.25,300,300,100,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,2,,default_group
UNISIM_IV_P13_Seq2Trend_trial_85,P13,0c07208b44e739f823d941b35055593b,85,6.090146151394885,1.1280759732634764,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_64,P13,4e7df90ff589f199095ab11cad577359,64,5.784873207121815,1.0125659671220393,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,2,,default_group
UNISIM_IV_P13_Seq2Trend_trial_89,P13,de77196321d38ba72078c9eda707d746,89,6.524950171514384,0.9269268955862041,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,7,,default_group
UNISIM_IV_P13_Seq2Trend_trial_33,P13,111602d0a3bde034a49995206d360f7d,33,5.518773982826322,0.9161578460886299,Seq2Trend,Normal,False,0.5,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_88,P13,edd047d8cef46cc9c0c932e5857053ba,88,5.890192749906953,0.9990328333757265,Seq2Trend,Normal,False,0.25,300,300,100,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_44,P13,8432fd7fe95ff9511f06065cac8c8f03,44,5.596782058294171,0.9781600657150844,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,8,,default_group
UNISIM_IV_P13_Seq2Trend_trial_38,P13,03fb282a8d7dde563d25a5962623a312,38,5.145323443490567,0.2883673618780656,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,7,,default_group
UNISIM_IV_P13_Seq2Trend_trial_72,P13,01d25683068f7a915efef0fed89ac1e5,72,6.123761532527058,0.17991873864819516,Seq2Trend,Normal,False,0.5,300,300,200,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,2,,default_group
UNISIM_IV_P13_Seq2Trend_trial_34,P13,12ace726c587b31e548221731ff9f9bc,34,5.488028312846467,0.9257765426958376,Seq2Trend,Normal,False,0.5,300,300,100,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group
UNISIM_IV_P13_Seq2Trend_trial_31,P13,719a70272e051153953584f65a9a6f5a,31,5.28873648051209,0.6613635739591733,Seq2Trend,Normal,False,0.99,300,300,20,20,8,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,2,,default_group
UNISIM_IV_P13_Seq2Trend_trial_1,P13,a3e1cb0465cb2858e9dc0531e1c94f6f,1,5.5258269492648004,0.9383444341067846,Seq2Trend,Normal,False,0.99,300,300,50,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,6,,default_group
UNISIM_IV_P13_Seq2Trend_trial_57,P13,3ed518960b2a6ec1ff56f79044419dae,57,5.124413176976404,0.37315578796403753,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,6,,default_group
UNISIM_IV_P13_Seq2Trend_trial_16,P13,df477457a622e16f5b74325604e90143,16,5.169468616905239,0.4167421189196364,Seq2Trend,Normal,False,0.5,300,300,20,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,4,,default_group
UNISIM_IV_P13_Seq2Trend_trial_4,P13,3f8da442e5f3cf911246975f2d7d0e72,4,5.26988710469413,0.7397863991782757,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_14,P13,5c94f5ac595c8b571b191741559a2bc4,14,5.747258769907782,1.0791344589891807,Seq2Trend,Normal,False,0.5,300,300,100,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,8,,default_group
UNISIM_IV_P13_Seq2Trend_trial_37,P13,4a3bb95775d7823ada42aabadf02bec8,37,5.467828658229093,0.8513831402028998,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,6,,default_group
UNISIM_IV_P13_Seq2Trend_trial_68,P13,eacb050fa1fa935fc1fb28e1b9fd81f3,68,5.6426084681227,0.8331548893459533,Seq2Trend,Normal,False,0.01,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,8,,default_group
UNISIM_IV_P13_Seq2Trend_trial_92,P13,604330062e077ac2147b50dcc6a7a4d4,92,5.611060042954485,0.8948583573854724,Seq2Trend,Normal,False,0.5,300,300,20,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,4,,default_group
UNISIM_IV_P13_Seq2Trend_trial_61,P13,628abbcebd7207778adcb22c01c7d763,61,6.372959518048395,0.8724942395846489,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,2,,default_group
UNISIM_IV_P13_Seq2Trend_trial_35,P13,3a575fd9ffc11d486e6bae824081384f,35,5.9731248340571055,1.0543117374905857,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,2,,default_group
UNISIM_IV_P13_Seq2Trend_trial_73,P13,828ed5d899dadfa9fe78978f93a94d6d,73,5.866404905264243,1.0824931847037478,Seq2Trend,Normal,False,0.99,300,300,200,20,16,0.01,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,4,,default_group
UNISIM_IV_P13_Seq2Trend_trial_93,P13,97adbb20c34997989295787ede608b4a,93,7.621929482158794,1.7443542782287422,Seq2Trend,Normal,False,0.5,300,300,100,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,5,,default_group
UNISIM_IV_P13_Seq2Trend_trial_32,P13,b0006f47a42b226316eca6d99f99b54e,32,5.396288909927858,0.7884039783770318,Seq2Trend,Normal,False,0.25,300,300,50,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,6,,default_group
UNISIM_IV_P13_Seq2Trend_trial_79,P13,cda3c18961a3d49de5e1c25b981eb189,79,5.356786462590392,0.7766109548150003,Seq2Trend,Normal,False,0.25,300,300,100,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,pressure_ensemble,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_94,P13,76088de2895a266d86dad277390583bc,94,6.607171654103501,1.4413457909421654,Seq2Trend,Normal,False,0.5,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,5,,default_group
UNISIM_IV_P13_Seq2Trend_trial_5,P13,43c4cc20f1a6a98d71ab663d3f030374,5,5.191100265077009,0.14829359675714107,Seq2Trend,Normal,False,0.01,300,300,50,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group
UNISIM_IV_P13_Seq2Trend_trial_49,P13,fce14356857375f0cc0450a04f06e5e0,49,5.8098033428522395,0.3400554914278914,Seq2Trend,Normal,False,0.99,300,300,100,20,16,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,combined_exp_arps,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_54,P13,a0515be702ae31379bfa9ac586efdcb3,54,27.24833914757982,6.5088706365533895,Seq2Trend,Normal,False,0.25,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,8,,default_group
UNISIM_IV_P13_Seq2Trend_trial_21,P13,ff8e460789903b3e28b5882bec7670be,21,6.712555515635808,1.2682079687125445,Seq2Trend,Normal,False,0.25,300,300,200,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,5,,default_group
UNISIM_IV_P13_Seq2Trend_trial_74,P13,779b5c3439f6e190eed0f79135057f38,74,5.290993176651349,0.6291350648802518,Seq2Trend,Normal,False,0.01,300,300,200,20,16,0.005,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,6,,default_group
UNISIM_IV_P13_Seq2Trend_trial_91,P13,734197f91e060b3f974243eb002fe0b3,91,5.518773982826322,0.9161578460886299,Seq2Trend,Normal,False,0.5,300,300,50,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,exponential,3,,default_group
UNISIM_IV_P13_Seq2Trend_trial_39,P13,93b8b160b58035b1dcbcdb533954dedb,39,5.369044109317373,0.7849513109818405,Seq2Trend,Normal,False,0.25,300,300,50,20,8,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,5,,default_group
UNISIM_IV_P13_Seq2Trend_trial_81,P13,b2b352f32cba86ef46259c214f6ed440,81,5.362200301154008,0.7317713964436244,Seq2Trend,Normal,False,0.5,300,300,200,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group
