status,job_hash,well,experiment_id,output_path,val_smape_agg,val_smape_cum
success,ce3e4c149cb332eb5a3bd84cc4afbb16,P13,UNISIM_IV_P13_Seq2Trend_trial_150,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/ce3e4c149cb332eb5a3bd84cc4afbb16.json,5.611060042954485,0.8948583573854724
success,becb4a73f10951d432d34d9a7c1e6301,P13,UNISIM_IV_P13_Seq2Trend_trial_151,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/becb4a73f10951d432d34d9a7c1e6301.json,5.611060042954485,0.8948583573854724
success,4da4bcb00c4849ea979dc44513d84199,P13,UNISIM_IV_P13_Seq2Trend_trial_152,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/4da4bcb00c4849ea979dc44513d84199.json,5.611060042954485,0.8948583573854724
success,0b890f99655b6a1dddd221a78e58c1aa,P13,UNISIM_IV_P13_Seq2Trend_trial_153,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/0b890f99655b6a1dddd221a78e58c1aa.json,5.611060042954485,0.8948583573854724
success,f5f079e46c830c9aca0879f34a6f07d9,P13,UNISIM_IV_P13_Seq2Trend_trial_154,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/f5f079e46c830c9aca0879f34a6f07d9.json,5.611060042954485,0.8948583573854724
success,ac3521891289325b744bbfac49523f4c,P13,UNISIM_IV_P13_Seq2Trend_trial_155,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/ac3521891289325b744bbfac49523f4c.json,5.611060042954485,0.8948583573854724
success,9c48df1c8bd778bbdc9d537051b6aa94,P13,UNISIM_IV_P13_Seq2Trend_trial_156,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/9c48df1c8bd778bbdc9d537051b6aa94.json,5.611060042954485,0.8948583573854724
success,e0acb986baa0cd3c06a6317915111851,P13,UNISIM_IV_P13_Seq2Trend_trial_157,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/e0acb986baa0cd3c06a6317915111851.json,5.611060042954485,0.8948583573854724
success,2df3a408b578af08cfdecf8c471377d4,P13,UNISIM_IV_P13_Seq2Trend_trial_158,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/2df3a408b578af08cfdecf8c471377d4.json,5.611060042954485,0.8948583573854724
success,af570385e0f70a402223c531957c73b6,P13,UNISIM_IV_P13_Seq2Trend_trial_159,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P13_Seq2Trend_cycle_3/results/af570385e0f70a402223c531957c73b6.json,5.611060042954485,0.8948583573854724
