feature,mean_abs_shap
Prod_Start_Time,0.08230825401389869
BORE_GAS_VOL,0.15845797287086802
ON_STREAM_HRS,0.043604192442823354
BORE_OIL_VOL_LAG_7,0.03242714908112829
BORE_OIL_VOL_LAG_6,0.08759823547734413
BORE_OIL_VOL_LAG_5,0.09191046525463914
BORE_OIL_VOL_LAG_4,0.09353060229073486
BORE_OIL_VOL_LAG_3,0.03762581360206241
BORE_OIL_VOL_LAG_2,0.03594731383014328
BORE_OIL_VOL_LAG_1,0.034259143905248694
BORE_OIL_VOL_MEAN_LAG,0.11376883030081647
