R²,SMAPE,MAE,Well,Method,Category,Setting
0.9997332574004577,1.1474185771450927,67629.62988586028,wind,NLinear,Cumulative,Stable & Regularized
-1.7337183973123635,56.735142157111596,2000302.344620826,solar,NLinear,Cumulative,Stable & Regularized
0.9999593717635963,0.30185671290076127,203301.71433345324,load,NLinear,Cumulative,Stable & Regularized
0.7884447794602095,11.232708419457351,2411960.0537795704,15/9-F-14,NLinear,Cumulative,Stable & Regularized
0.9737829213906419,4.001019514736173,950840.8623190386,15/9-F-12,NLinear,Cumulative,Stable & Regularized
0.9611562577716216,6.146894139927678,305434.56486751046,15/9-F-11,NLinear,Cumulative,Stable & Regularized
0.9946039113094282,1.8051387664298102,11656.890769839563,15/9-F-15 D,NLinear,Cumulative,Stable & Regularized
0.9999361173496247,0.30780622126962826,10580.057365844546,Prod-1,NLinear,Cumulative,Stable & Regularized
0.9993807848616764,0.5338805740448238,25446.531100053486,Prod-2,NLinear,Cumulative,Stable & Regularized
0.9999969456526656,0.061497464296424685,2382.8636044467157,Prod-3,NLinear,Cumulative,Stable & Regularized
0.9997999531748704,0.45056586203456733,26355.09835553834,Prod-4,NLinear,Cumulative,Stable & Regularized
0.9999959387308296,0.1186719767308625,4549.411817012201,Prod-5,NLinear,Cumulative,Stable & Regularized
0.9998548344274926,0.4744942281388698,21295.951790581847,Prod-6,NLinear,Cumulative,Stable & Regularized
0.999729178427278,0.5020577520655464,25881.90194227016,Prod-7,NLinear,Cumulative,Stable & Regularized
0.997091326995911,2.214364694696021,94837.88210177197,Prod-8,NLinear,Cumulative,Stable & Regularized
0.9998196014905093,0.5094049566571909,25986.887657315892,Prod-9,NLinear,Cumulative,Stable & Regularized
0.9999544094292695,0.2538349207610705,14792.891249692599,Prod-10,NLinear,Cumulative,Stable & Regularized
