R²,SMAPE,MAE,Well,Method,Category,Setting
0.981691608287147,9.8554905884242,640447.5072509797,wind,AutoARIMA,Cumulative,Stable & Regularized
-12.24148879841473,72.37497395993503,3895626.8191755754,solar,AutoARIMA,Cumulative,Stable & Regularized
0.8071900848620787,15.2168642184363,15917045.597906278,load,AutoARIMA,Cumulative,Stable & Regularized
0.9667388241044677,4.3928411288155536,933401.6737362428,15/9-F-14,AutoARIMA,Cumulative,Stable & Regularized
0.9813202600036975,3.550634978091078,814065.3877105045,15/9-F-12,AutoARIMA,Cumulative,Stable & Regularized
0.7916028330090803,12.827704588255232,704442.4647865498,15/9-F-11,AutoARIMA,Cumulative,Stable & Regularized
0.9912578859698785,2.3551572475373415,14214.442295048635,15/9-F-15 D,AutoARIMA,Cumulative,Stable & Regularized
0.9995088481451184,0.7863968986502443,29140.000437909992,Prod-1,AutoARIMA,Cumulative,Stable & Regularized
0.9183709028711533,4.572242726461048,248117.49184392535,Prod-2,AutoARIMA,Cumulative,Stable & Regularized
0.9999967750706164,0.06558491038333876,2465.0336845397546,Prod-3,AutoARIMA,Cumulative,Stable & Regularized
0.9590868390404903,8.09892414926732,420344.5145039902,Prod-4,AutoARIMA,Cumulative,Stable & Regularized
0.9395490229847865,10.667125887359644,574016.9558644097,Prod-5,AutoARIMA,Cumulative,Stable & Regularized
0.9965729430595166,2.288827318354628,102452.82815344661,Prod-6,AutoARIMA,Cumulative,Stable & Regularized
0.9985210173016134,1.512936776018809,68220.34721402326,Prod-7,AutoARIMA,Cumulative,Stable & Regularized
0.9396067655958349,10.608565974471036,431768.2510857232,Prod-8,AutoARIMA,Cumulative,Stable & Regularized
0.9501008041699248,9.49878013814184,438768.2377469353,Prod-9,AutoARIMA,Cumulative,Stable & Regularized
0.9906747435265985,4.016034417606814,237714.19615065618,Prod-10,AutoARIMA,Cumulative,Stable & Regularized
