R²,SMAPE,MAE,Well,Method,Category,Setting
0.9864392742270817,11.561111916213633,602714.2679760584,wind,ARIMA,Cumulative,Large & Robust
0.9985268382939967,3.9842739038881345,48868.14241162003,solar,ARIMA,Cumulative,Large & Robust
0.8037869679459497,28.730848883977494,18289836.904192116,load,ARIMA,Cumulative,Large & Robust
0.9937635689481532,2.489735230314447,410849.4143922098,15/9-F-14,ARIMA,Cumulative,Large & Robust
0.9849287962044914,4.132322158897501,757453.6034789945,15/9-F-12,ARIMA,Cumulative,Large & Robust
0.6335353893999617,26.15671368575488,1041430.8752947527,15/9-F-11,ARIMA,Cumulative,Large & Robust
0.9276706236576977,6.166071897503291,42481.36525138998,15/9-F-15 D,ARIMA,Cumulative,Large & Robust
0.9999497544350299,0.36664991881280234,9702.321112085849,Prod-1,ARIMA,Cumulative,Large & Robust
0.9999432235688961,0.29123541821130566,9810.42701775963,Prod-2,ARIMA,Cumulative,Large & Robust
0.9999686850235026,0.355351398035214,9500.902605011448,Prod-3,ARIMA,Cumulative,Large & Robust
0.9982411850653825,2.204892315093856,96150.07282588872,Prod-4,ARIMA,Cumulative,Large & Robust
0.9993738830835213,1.5731569102173892,65950.47977445068,Prod-5,ARIMA,Cumulative,Large & Robust
0.9983498681316523,1.7036472924974657,72050.95943209087,Prod-6,ARIMA,Cumulative,Large & Robust
0.9998145993375717,0.6574237906445587,23885.677267972947,Prod-7,ARIMA,Cumulative,Large & Robust
0.9982835057596344,2.591981661040053,81924.97131595144,Prod-8,ARIMA,Cumulative,Large & Robust
0.9984835353765571,2.377278860584235,85909.71627916787,Prod-9,ARIMA,Cumulative,Large & Robust
0.9999893494576684,0.1910967532583555,8311.060358236096,Prod-10,ARIMA,Cumulative,Large & Robust
