R²,SMAPE,MAE,Well,Method,Category,Setting
0.9685323967405143,11.140345659726805,775771.2428355694,wind,LinearRegression,Cumulative,Small & Fast
-0.07856262040361384,40.17410430130662,1260132.3981253458,solar,LinearRegression,Cumulative,Small & Fast
0.9250241951328868,9.691419442203268,9876563.382060912,load,LinearRegression,Cumulative,Small & Fast
-27.622310068302152,61.10887235104625,23602947.1429061,15/9-F-14,LinearRegression,Cumulative,Small & Fast
-17.46218368877489,49.32001026348363,19913968.593407795,15/9-F-12,LinearRegression,Cumulative,Small & Fast
0.9867042975392442,2.868120173955866,144934.17663131794,15/9-F-11,LinearRegression,Cumulative,Small & Fast
0.16982940538357627,17.92714719111409,140137.93732133784,15/9-F-15 D,LinearRegression,Cumulative,Small & Fast
0.9154182829882935,7.402223198272011,335600.46649380174,Prod-1,LinearRegression,Cumulative,Small & Fast
0.9165836814968189,4.693341658218268,251875.24311771322,Prod-2,LinearRegression,Cumulative,Small & Fast
0.999143067912374,0.915593606944079,38900.10593725808,Prod-3,LinearRegression,Cumulative,Small & Fast
0.9124881967324657,7.21861472587273,501887.9346713079,Prod-4,LinearRegression,Cumulative,Small & Fast
0.9902820001900334,3.7042324618644247,226024.3695281793,Prod-5,LinearRegression,Cumulative,Small & Fast
0.9763680522038709,4.032266240124004,223935.7027906256,Prod-6,LinearRegression,Cumulative,Small & Fast
0.937958238737204,5.767440771079093,348151.0450215013,Prod-7,LinearRegression,Cumulative,Small & Fast
0.9794833041092292,5.025609068927399,237182.45417724526,Prod-8,LinearRegression,Cumulative,Small & Fast
0.9709338446194461,5.8777087418950025,314216.2336943531,Prod-9,LinearRegression,Cumulative,Small & Fast
0.9630527566591204,6.230931803989282,433203.020354436,Prod-10,LinearRegression,Cumulative,Small & Fast
